,global_seq,global_emo,local_seq,local_emo
4674,"I’ ll only go if we can stop at the office-license to pick up something to drink for tonight. fine, we’ ll do that on the way home, so we don’ t have to carry it the whole time. sounds good. You have to promise not go into any of the stores in the mall though. I know how you like to try things on in the fitting rooms, especially if the stores have special offers. I promise. We’ re only going for a walk to get some exercise and to get some things done that we haven’ t had time for.",0,"ok, let’ s go then!",4
4675,"do you have any money? for what? for our errands, and maybe a little extra for something from a vendor on the street. you said you were only going to window shop!",6,"I agreed to not go into the mall, but I can still look at things in the market!",0
4676,Is there a daily passenger ship to Dalian? Yes. How many days does it take to Dalian? About one day. It arrives in Dalian at 10:00 a. m. tomorrow.,0,How many ports do we call at on our passage to Qingdao?,0
4677,Four ports. The ship is going very fast. Perhaps she makes about 25 knots an hour. The sea is calm and peaceful. A sea trip is always enjoyable in fine weather like this.,4,Yes. I hope it will remain fine all the way.,0
4678,"Dad, can I have a pet? I did what you said and passed all of my exams. Then I guess you get to have a pet. Do you know what you want? I want a dog. My friend Mindy's dog just had puppies and she said I can have one. You know who will be responsible for feeding and cleaning and all of that stuff?",0,"I know, I know. I will do it all by myself.",0
4679,"This place is great. I'm surprised there are so many things here. Yes, but it takes a while to find things. It's not organized as carefully as a regular store. What's the difference between an outlet and a regular store? Usually a clothes company will send their overstock to an outlet. The prices are very low. But you may find faulty products here too.",0,Faulty products?,0
4680,"Yes. Sometimes the fault is very small ; if you have a needle and thread, you can fix it yourself. So it's a good deal to buy it. Oh, that's easy for me. I think it's really a good deal. Yes. You can save a lot of money in this way. That's great for me. Look, children's clothes! I'd like to buy some winter clothes for my son and daughter.",0,Why not buy the sweater? It only costs 30 Yuan.,0
4681,"What is your great struck? I think I’ m very good at planning. I manage my time perfectly, so that I can always get things done on time. Why do you think you be a good fit or this job? Because I’ m very competent in this area.",0,Can you working under pressure?,0
4682,"Have you obtained any certificate of technical qualifications or license? Yes, I have received an Engineers Qualification Certificate and a drivers license. How many years have you had the drivers license? I have two years driving experience.",0,"That’ s good. What special skills do you have, can you tell me?",0
4683,"I have experience in computer operation, proficiency in Microsoft Windows, Microsoft Word and Microsoft Excel. What computer languages have you learned? Visual C + +, C and Delphi. Have you gotten any special training in programming?",0,"No, but I have database programming experience and network knowledge.",0
4684,"Hi, how are you doing? I'm fine. How about yourself? I'm pretty good. Thanks for asking. No problem. So how have you been?",0,I've been great. What about you?,0
4685,I've been good. I'm in school right now. What school do you go to? I go to PCC. Do you like it there?,0,It's okay. It's a really big campus.,0
4686,"How many languages can you speak? Besides Chinese, I can speak English and French. You mean you can read and write both of them? No, I can only carry on a simple conversation in French.",0,Can you read and write English well?,0
4687,I can speak the language better than I read and write. Do you speak the language well enough to communicate with people of English-speaking countries? I think so. I used to be an interpreter. Do you think your English is good enough to do desk work?,0,The amount of English I know enables me to do general desk work. I believe what I know is sufficient to work in an American firm.,0
4688,"So, Lauren, I just wanted to talk to you quickly about our new customer support representative, Jason Huntley. Sure, what’ s up? Basically, I’ Ve got a few concerns about him, and the bottom line is, I don’ t think he’ s a good fit for our company. Okay... what makes you say that? I thought you were pleased with his overall performance. Didn’ t you just tell me last week how impressed you were with his attitude?",0,"Yeah, his attitude is great, but he’ s really unreliable. Sometimes he’ s really productive, but then other times... take last Tuesday for instance, he was forty-five minutes late for our morning meeting!",1
4689,"Hello, reservation desk. How can I help you? I’ d like to book a room. What kind of room would you like, Ma’ am? We got single rooms, double rooms, standard rooms, suites and deluxe suites. What’ s the rate for a standard room?",0,$ 79 a night.,0
4690,"I’ d like a standard room. What date would you check in, Ma’ am? December 23rd, please. How long do you plan to stay?",0,4 days.,0
4691,Could you give me your name and phone number? Nancy Brown. My phone number’ s 709 678 5634. Nancy Brown 。 Thanks. What time will you arrive? Around 3pm.,0,Very good. Your reservation confirmation number is NB13579. Thank you for booking in our hotel. Can I help you with anything else today?,0
4692,"Tyler residence. Is this Naomi? No, this is her sister, Nancy. You sure sound like Naomi.",0,Oh. Can I take a message?,0
4693,"Excuse me. Where can I buy some cigarettes? There is a shop on the ground floor. It sells both Chinese and foreign cigarettes. Can I also get some souvenirs there? Yes, sir. There is a counter selling all kinds of souvenirs",0,"By the way, where is the men's room?",0
4694,"Well, that's all for the interview. Thank you for your interest in this job. You are welcome. Thank you for taking time out of your busy schedule to interview me. May I call you about our final decision? Yes, please. My telephone number is 2974-5328, and you can call me at any time in the daytime.",0,We will get in touch with you by the end of next week.,0
4695,"You’ re home late today, David. How was school? Not bad. There’ s a new English teacher. Oh, what’ s she like? She is beautiful.",0,Is she old or young?,0
4696,She is quite young and her hair is blond. Is she strict? Not really. Her eyes are blue. Can she speak Chinese?,0,Not much. She is very tall and slim.,0
4697,"Good afternoon, madam. May I help you? Do you have some new perfume? I am sorry, madam. I didn't hear you. It's too noisy here. Could you please say it again? Well, I wanna buy some new perfume.",0,Would you please wait a minute? I will get one for you at once.,0
4698,"That's all right. Here you are. Can I open it? Yes, certainly, madam.",4,It smells sweet.,4
4699,"Yes, it is. This perfume just arrived yesterday, and it's the latest products of Chanel. Really? How much is it? 55 dollars, madam. Ok, I will take two bottles.",0,Thank you. Do you need something else?,4
4700,Will you look at this form? Are you having problems with it? I don't understand some things. Let me help you.,0,What does MI mean?,0
4701,MI stands for Middle Initial. What does MM / DD / YY mean? That means Month / Day / Year. Use numbers. I don't understand.,0,"For example, if your birth date is January 12, 1987, write 01/12 /8 7.",0
4702,"Mom, I hate eating vegetables! You don’ t have to eat them. I don’ t mind. Thanks, Mom.Can I have dessert now? I love chocolate cake. No dessert for you unless you eat all of your vegetables.",0,But I don’ t like them.It’ s not fair.,1
4703,"Hello, can I help you? Yes, please. I'd like to make a reservation from Hong Kong to Tampa with a stopover in Houston. When to leave? I would like to leave Hong Kong September the first and leave Houston for Tampa on September the 12th.",0,"Ok. Can I have your name, please?",0
4704,Lily Smith. And your telephone number? Hong Kong side 3854295. OK. Right then.,0,Thank you.,0
4705,Why do you stop me? You have gone against the traffic rules. I'm sorry. Do you know this is a Onaway street?,0,I don't know.,0
4706,"Good evening, ma'am. May I help you? Yes. I'd like to use a safety deposit box. Will the object fit into this size of box? Let me see. I think it's OK.",0,"Could you fill out this form, please, ma'am?",0
4707,"Here you are. Thank you, ma'am. Would you like to use it until May 20th? Yes. This way, please. Your box number is 522.",0,Thank you.,0
4708,Where are you going? I have to go to work. Going to work where? I’ m working at the polling place.,0,I didn’ t know you were working there this year.,0
4709,I work at the polling place every year. How did you get that job? I signed up for it online. That’ s really cool.,0,It’ s a very cool job.,4
4710,"I'd like to check in, PLS. Awfully sorry, sir. There are no rooms available now. But I’ Ve reserved a room the day before yesterday. Sorry, may I have your name?",0,Tony Bush.,0
4711,"Pls wait a minute, let me check. Excuse me, but I can't seem to find your name on our list. Are you sure you have a reservation for tonight? Of course, I did it myself. I am terribly sorry. There must have been some mistakes. Let me check it again. Oh, yes, there is a name listed as Tommy Bush. It must be the fault of the clerk who registered your name. I apologize. Don't worry about that.",0,"According to the records, your reservation is for a single room with shower and air conditioners for two nights. The room rate will be 110 dollars per night, including 10 % tax and 4 % service charge. Is this right?",0
4712,"Yes, that's right. I'd like to pay my bill by credit card. May I make a copy of your card? Here you are. Ok, now could you fill out this registration form?",0,All right.,0
4713,"How do you do? I need your help in selecting a foreign market to invest! Fine. I have your letter and I've made some notes. How can I find out what countries to invest? We have quite a lot of import and export information and can give you figures on population, consumption, production, and foreign exchange reserves.",0,Great. I want to get an idea for the purchasing ability in various countries.,4
4714,Let's see if we can reach some sort of agreement over your curfew. Okay. Everyone else's parents let them stay out until two or three in the morning. Well. I'm not everyone else's father. I think you need to be in the house by ten o'clock. That's absurd.,6,I know some junior high kids who can stay out later than that.,0
4715,"Excuse me. Do you happen to have a gym here? Yes, sir. I think you'll find our gym quite satisfactory. So, where do I go to exercise? It's only one flight down, sir. Just take the elevator or the stairs.",0,Am I going to be charged extra for using the gym?,0
4716,"Sir, you can use the gym for free. All you need is your room key. Great! Now tell me, what are the hours of this gym? Sir, our gym is open around the clock, every day of the week. Okay. Do you have a trainer to help me work out?",0,"I'm sorry, sir, but we have no trainer.",0
4717,"Ten sheets of rice paper, 25 brushes, two boxes of oil color and two boxes of water color. All these come up to $ 35.50, sir. Ok, here is $ 50. Oh, can you make out an invoice for me? Sure, just a minute. Are you an artist, sir? No, I am a teacher. I teach art.",0,That must be a very interesting job.,4
4718,"Excuse me. Is this the right way to the museum? I'm afraid you're going in the opposite direction. Go back the way you came, and take the second turn on the left. The museum is straight ahead, right in front of you. Will it take me long to get there? Well, it's about fifteen minutes ' walk.",0,Which bus goes there?,0
4719,I've typed the report. Well done. And I've filed the letters. Excellent job.,4,And I've checked the orders.,0
4720,"Are you sure that this bus will take us to Santa Anita mall? Yes, it will. You know that for a fact? Yeah, I take this bus all the time.",0,Is it a very long bus ride?,0
4721,"It's about thirty minutes long. Do you know where we get off at? There's a bus stop right behind Macy's. Really, there's a bus stop right by the mall?",0,There's a bus stop in the mall parking lot.,0
4722,"Hi, Jone, how are you? Terrible. What's wrong? Someone robbed my apartment last week. The robber took $ 550.",0,"Oh, no! Did you call the police?",6
4723,"This is our main service area. We do all the routine services here and have two full-time mechanics. How often do you service the vans? They're serviced regularly. We give them a basic service every 10,000 km or so and a main service once a year, or every 100,000 km. I see. What does the service involve?",0,"Well, the same as for private vehicles really, but we do it more often because they get a lot of wear and tear.",0
4724,"Do you know which stop we get off at? We still have more to go, I think. We've been on this bus for a while now. You're right.",0,Should we have gotten off the bus already?,0
4725,I don't think so. I thought you knew. Maybe we did miss our stop. Really?,6,I'm positive that we missed our stop.,0
4726,"Well, Peter, you have to do better than that next time, won't you? Have I really got to do those exams again, Dad? Of course, you have. You must try harder this time. And must I go back to school?",0,"No, you needn't do that. You'd better get a part-time job somewhere and go to evening classes.",0
4727,"Could I order dinner? Of course. What would you like? I want a bottle of champagne, lobster tail, and filet mignon, medium rare. I'm so sorry. We ran out of filet mignon. May I suggest the porterhouse instead?",0,"That's too bad, but the porterhouse will be okay.",0
4728,"May I be so bold as to suggest chocolate-covered strawberries with the champagne? Not tonight, thank you. No strawberries. We'll charge your amenities account, if that's okay. Charge it to whatever account you like.",0,Your meal will be delivered as soon as it's all ready. Enjoy!,0
4729,So what did you get? It's all in the bag. What's this? Essential oil? Wow! This stuff is expensive. I need that to relax. I'm going to put a few drops in my bath water.,0,How is oil supposed to make you relax?,0
4730,I was wondering if this is where the Resume Writing Workshop is being held. You are in the right place. Please come on in! It’ s been a long time since I’ Ve had to look for work and put a resume together. It’ s going to come together just fine. Trust me!,0,Where do we begin?,0
4731,"We start at the top with our name and contact information. Make sure the information is current. Then what do we do? Put your job experience first, if that is more impressive than your education. What about listing my interests and affiliations next?",0,"Yes, that would make a good ending for your resume.",0
4732,"What’ s the matter, dear? Something awful happened. We went to the Portobello Road, and someone stole my handbag. Oh, dear. Did you lose a lot of money? No. Only a few pounds. But my passport was in the bag. That’ what I’ m really worry about.",5,You must tell the embassy about it. And I think they’ ll issue you with a new one.,0
4733,I’ d better go tomorrow. No. But you mustn’ t leave it too long. Did you report it the police? No. I couldn’ t find a policeman. Well. You must report that it’ s been stolen. And give the police description of your bag. You’ d better go to the local police station tomorrow morning.,0,Yes. I’ ll do it tomorrow.,0
4734,"Hello! Do you have a place where I can exercise? Yes, sir. We have a fine exercise facility. I'm happy to hear that. Now, would you tell me where it is? You're actually standing above it. Just take the elevator or stairs down one level.",0,Is the hotel going to charge me a dollar a minute for gym use?,0
4735,"No, sir. There's no extra charge. All you need is your room key to open the door. And the gym hours are? Sir, you'll be pleased to know that our gym never closes. One more question, Do you have a trainer?",0,"We might be getting one in the near future. But at the present time, no.",0
4736,"Daddy, how are you going to spend your weekends? I need to finish my research paper. Could you go with me to climb Kiang Shan? Honey, I am sorry I have no time.",0,"Oh, Daddy, you should do more exercise. You are getting a little heavy.",0
4737,"I am afraid you are right. Recently, even going upstairs makes me out of breath. Then go climbing with me, Daddy. Mountain climbing can build your muscles like Popeyes. Terrific! It is also a good exercise to keep me fit. I give you my word, you must feel refreshed after mountain climbing.",0,"OK, I'll go.",0
4738,"I think we should home school our children when we decide to have kids. What? Why? Well, our public schools here are not very good and private school are just too expensive. I have been reading up on home schooling and it has a lot of advantages. Like what? I think that by doing something like that we would be isolating our children from social interaction.",0,"Well, first of all, I would be able to teach them everything they learn in school in a more relaxed and fun way. I also think that having a one-on-one class is much better since you can focus more on his or her strengths or weaknesses.",0
4739,"Hey, you have been promoted to president of the department. All this is thanks to the efforts of my superiors and colleagues. You are so smart. Your efforts in the success of the plan were outstanding. I just did what I should have done.",4,You’ Ve got a great personality.,4
4740,"Tom, you promised to cut the lung. You won't forget, will you? No, I assure you. And you'll repair the television, won't you? Ok.",0,Do you promise?,0
4741,"Of course. And Tom, you will help Johnny with his homework, won't you? I'll see. I will if I can but I won't promise. But you'll promise not to be late for dinner tonight, won't you?",0,Yes. But only if you ask me nicely.,0
4742,"Hi, buddy! How do you deal with your salary? I usually put them into my bank account. I think that is a little secure, though the interest rate is low now. Look! This stock is rising now. I am researching it, and planning to buy some shares. Have you invested in the stock market before?",0,No. This is my first time to buy some. You can see that its historical price data is rising now.,4
4743,"Hello, Helen. Hi, Steven. How are you today? I’ m very well, Thank you. And you?",4,"I’ m fine, thanks. How is Tony?",4
4744,"Julia, Julia, Julia. My daring Julia, what's wrong with you? Steven, are you talking to me? Yes, I have called you three times. What makes you in a daze? I was thinking about the accident I saw in the morning. I was petrified when two cars collided. I witnessed the traffic accident.",0,Did someone get hurt?,0
4745,"A driver died instantly. The other one was badly hurt. A poor boy called Peter was killed in the accident too. What a terrible accident! Who should be responsible for this traffic accident? I think both. They drove too fast. What's worse, one of them was drunk. Why do some guys like to drive so fast when they are drunk?",0,I don’ t understand. Maybe they feel they are okay and driving fast seems very cool.,0
4746,"Good morning! My name is John White, import manager of the Garden Trading Company of New York. Oh, how do you to Mr. White? My name is Li Ming, here is my card. Nice to meet you Mr.Li. We have learned about that you specialize in the export business of electronic products. As you enjoy the highest reputation in the commercial circle, we'd be please to enter into business relations with your firm. We share the same desire. Have you seen the display of our products in the exhibition hall downstairs?",0,"Yes, I had a look just now, I feel we can do a lot of business in this line.",0
4747,"Miss Wang, how do you do? I’ m Allan James, the director of human recourse department of this company. How do you do, Mr. James? Thank you for asking me to come in. Not at all. Please sit down, then we can begin. Thank you.",0,"As you know, Miss Wang, we are looking for an executive secretary with business background and good English skills. We looked into your resume and thought you might be a good candidate.",0
4748,"Well, I've got a date. Now I need to find a restaurant. Can you help me? No problem, of course! How much would you like to spend to impress the lady? Nothing but the best for a pretty woman! Sir, the restaurant you seek is right here. This hotel has a three-star restaurant.",0,"Well, I sort of suggested that we would go out on the town. Do you have another suggestion?",0
4749,"I'd like to reserve a room. Which date would that be? For the night of April 18th, for one night. I'm afraid our hotel is fully booked on that night. Is it possible for you to change your reservation date?",0,"No, I'm afraid not.",0
4750,"Hi, sir. Come and have a look here. We have all kinds of sweaters. I’ m looking for a sweater for my wife. Tomorrow is her birthday. And I know she needs a woolen sweater. How do you like this grey one? It’ s pure wool, one hundred percent of Xinjiang wool. It feels good. Are there cowl-neck pullovers with the same color? My wife prefers a turtleneck to a V-shaped collar.",0,"Yes, we do. What size do you want?",0
4751,"Why do you want to be a stewardess? I have always enjoyed flying. And I am good with people. Could you handle flying for 24 hours straight? Yes, I can adjust to anything.",0,That's good.,0
4752,"Rebecca Johnson speaking. I'd like to speak to someone in your Accounts Department, please. Just a moment... I'm afraid there's nobody there right now. Could I take a message? Yes, please. My name's Michael Caxton from one of your customers — Rosedale Investments.",0,"Sorry, just a moment. The name is Caxton...",0
4753,"No, it's Caxton. Fine, I've got that. And your company is... Rosedale Investments. Could you spell that, please?",0,"It's R, O, S, E, D, A, L, E.",0
4754,Thank you. And the message? It's about an invoice which is wrong. Have you got the number there? Um... yes... it's 856674 / ros.,0,856674.,0
4755,"Oh, no. It seems that I've lost my train ticket. Are you kidding? The train leaves in an hour. Where did you put it? It was in my pocket, but now I can't find it. Is it in the other pocket?",0,"No, it is not here. Damn it! I'm going to have to buy another ticket.",0
4756,"Can you tell me about a nice restaurant to go to? Of course! How much would you like to spend on your meal? My date is quite sophisticated. She would expect nothing less than the best. Well, how about our own hotel restaurant? It's conveniently located and has a three-star rating.",0,"That's a good idea, except I want to go out, not stay in. Something else, maybe?",0
4757,I'll talk to you later. What's the rush? I have to get off the phone now. I'm not ready to get off the phone with you.,0,There are other things I need to take care of.,0
4758,"What is it that you need to do? Please don't be nosey. I'm not being nosey, it's just a question. You don't need to worry about that.",0,That was mean to say.,0
4759,"Lucy, I’ d like to fix the light in the corridor, it keeps flashing, which drives me crazy. Would you like to help me with the ladder? Monica, wait a moment. I think we’ d better call the repairman to do it. I think I can handle it by myself. I’ d like you to have a look at the safety manual of our company.",0,"I see. If I got hurt when fixing the light, even during office hours, I wouldn’ t get compensation from our company since repairing is not my responsibility.",0
4760,"Other company rules also need your attention. Like this one? Never wear loose clothes or hair when operating the shredder. Yeah, thank you for telling me.",0,Don’ t mention it.,0
4761,"Will you be checking in any baggage today? Yes, I have two large suitcases and one box. If you need baggage tags, they are found in the box on your right. No, thank you.They are already tagged with my name and address.",0,You are allowed an additional two carry-on items.,0
4762,"Good, I have my backpack and my camera tripod. I see. All carry-on items must be able to fit under the seat or in the overhead bin. Both my items will fit under the seat or in the overhead bin. You will need to send the tripod as luggage because it is too long to fit in our gauge box for carry-on items.",0,I cannot let anything happen to that tripod.Can you guarantee it will not be damaged if I check it in?,0
4763,"I'm afraid I have lost my air ticket while I was shopping. I'm sorry to hear that.Did you check your shoulder bag carefully? Yes, I checked again and again, but I can't find it. By the day after tomorrow, can I have the ticket reissued? I'm afraid you can't.",0,I talked with the manager over the phone and he told me I can have it reissued because I have a copy of my lost ticket.,0
4764,"Good morning, sir. Do you have a reservation? Yes. My name is Charles. I see. We have a window table reserved for you. It's very kind of you.",4,Would you like to order now or wait for a while?,0
4765,"Can you help me pick out a gift for my daughter? She might like a laptop computer. Yes, that sounds like a good idea. Might I suggest a Mac?",0,Okay. How much?,0
4766,"Well, a 15 - inch Pro is $ 2,100. Oh, that sounds great. I'll take it. Great. How would you like to pay for it? Here's my VISA.",0,"Let me ring you up. Okay, sign here, please.",0
4767,Is there anything I can do? Yes. I am thinking of a tour to Australia. May I recommend the popular route? It's a seven days ' trip and cost $ 500. That's really cheap. What are the fees included?,0,"Everything, sir, including the air tickets, accommodation and gate tickets.",0
4768,Could I speak to the apartment manager? I am the apartment manager. How can I help you? I wanted to know if that apartment on Main Street is still for rent. I haven't rented it out yet. Would you like to see it?,0,"Yes, I want to see it.",0
4769,"How about today at 6 p. m.? That time is okay with me. Very good. We'll meet at 6. Do you need directions? No, thank you. I go by there on my way to work.",0,"If you're interested, you can fill out an application form.",0
4770,"I don’ t know what I’ m going to do! It’ s going to be impossible to make ends meet if I lose my job! don’ t worry. I don't think you’ re going to lose your job over one mistake. it was a rather big mistake. When you work as an investment adviser, ONC small mistake can cost the company millions. but it wasn’ t just you who was involved, right? You were only doing what your supervisor told you to do.",0,"that’ s true, but my supervisor is very dishonest. There’ s no reason he needs to tell our boss the truth. I’ m sure he will tell our boss that it was all my fault, and there’ s nothing I can do about tha",0
4771,"let’ s think realistically about what might happen. How much money do you have in your savings? I have enough to live off of for about 3 months. But I really don't want to spend my life savings on just living! I’ d rather invest my money somehow. well, that’ s good. If you lose your job, you can just move in with me until you find another job. That will save you plenty of money. that’ s very generous of you. I guess that would work.",0,"if you lose your job, you just have to go for a few months without buying all the junk you usually buy. If you live frugally, you’ ll save plenty of money.",0
4772,"Let's start to study how to use computers, Paubler.It ' s good to know that a computer has two major parts, the hardware and the software. What's the hardware? The hardware of computer is basically all the concrete things you can touch with your hands and see with your eyes. That's seems obvious enough.then what about the software?",0,The software of computer is all the programmes inside the computer that allow you to use the computer to do things.,0
4773,"Hello. What can we do for you today? I've just had some money sent from Germany, in Euros. OK, could you give me your details and I'll see if it has cleared. We need your banking details and some ID. A passport or something like that? I have my passport right here, and here are the account details. The name, number...",0,"Mr Jurgen, yes, the remittance has been successful.",0
4774,"Get up, it's time for you to get ready. Let me just get five more minutes of sleep. I would, but you need to start getting ready for school. I understand, but all I want is five more minutes of sleep.",0,"If I let you go back to sleep, I know that you won't get up in five minutes.",0
4775,"Trust me. I'm going to wake up. You have a lot to get done this morning. I already know, and I'll take care of all that when I wake up. I want you to be on time for school today.",0,I'll make it to school on time. Don't worry.,0
4776,"My mascara's waterproof! Oh, how high class! So you just wear it forever? No. There's makeup remover for waterproof mascara. Is it dry yet?",0,Yep. See how long and curly my lashes are?,0
4777,"Tom? Oh, it's been a while since we've talked to each other. Nice to hear you again. Same here. Hey, did you know Susan is going to get married. She invited me to her wedding and she wants you to attend also. Really? Definitely. I'm calling to tell you this.",0,Why didn't she call me?,0
4778,"She tried, but the line is always busy. Well, I may have stayed on the phone too long. Can you give me her number? I'll call her later. Of course. It's 555-4653. Thanks. So how are things with you?",4,Pretty good. I've just bought a new house.,4
4779,"Wow! Great! Where? In the suburb. How are you and Carol? Still living in town? Yeah, it's really convenient. The theater and Shopping Mall are within walking distance. Well, I got to go. I'll get in touch with you soon. Okay. Don't forget to call Susan.",4,Don't worry. Bye.,4
4780,Are you okay? No. What's wrong? I got robbed!,5,By who?,0
4781,"Some guy on the street just mugged me. Are you hurt? No, he just stole all of my things. That's crazy.",6,I need to go to the police station.,0
4782,"Repairman.May I come in? Come in please. What's the matter, sir? The toilet doesn't flush.",0,Let me see.En.. it's right now.You can try it.,0
4783,"Come in, young man. ( while shaking hands ) I am Zhang Wei, nice to meet you, sir. I am Smith, the personnel director. Please have a seat, son. Thank you. Have you received my resume?",0,"Actually, I haven’ t had time to look it over. Did you bring another copy with you?",0
4784,"Mom! How can I help with the washing up? You peel the onions and wash them, then chop them. OK! Then what can I do after I finish it? Let me see. Wash the cabbage over there.",0,"OK, got it.",0
4785,"What is your father doing now? Reading newspaper on the couch. How about Daniel? Staying with Ultraman, of course. You know he likes it very much.",0,Be careful of the peeler. Don't cut your fingers.,0
4786,"How do you like your work? The work is rather hard, but it's interesting. What do you do? I work in a publishing house. How about you?",0,"Mine isn't hard, but it's not interesting.",0
4787,"Hi. I can't get going on my computer until I get a broadband hookup. Just plug the Ethernet cable into your computer, and you'll be off and running. That would be okay if I had an Ethernet port. Unfortunately, my laptop uses wireless only. In that case, let me tell you about some alternatives.",0,Anything to get me up and running.,0
4788,"For starters, we have a computer lab. Fantastic! What do I have to pay per hour? The lab is completely free. But you do have to pay a dime a page for printing. That's fine. Now tell me about the other alternatives.",0,Just bring your laptop down here to the lobby. We're set up for wireless right here.,0
4789,"I'm not sure, is this our stop? Yeah, get off the bus. Do you have any idea where we are? I'm really not sure.",0,This can't be the right stop.,0
4790,"I don't think this is right. We got off too early, didn't we? Yeah, we did get off too early. I should've just stayed on the bus.",5,I messed up.,5
4791,"Is this the Friendship Hospital? Please send an ambulance to 68 Hu Nan Road. Is it urgent? Our ambulances are not enough to meet every call. Of course. It's urgent. I think the partie nt is suffering from acute appendicitis. He may die if not treated in time. All right, we'll come right away.",0,( after a while... ) Where's the patient?,0
4792,"He's there in the room. He's very ill. Don't worry. We'll put him in the stretcher. You are coming with us? Step in please. Carry him into the emergency ward. Here we are. Help the patient bathe and change his clothes, nurse. Then bring him into the operating room.",0,"( after a while... ) I'm his guide. What's the trouble with him, doctor",0
4793,"He had appendicitis, but is all right now that it was removed. He'll have to rest for a few weeks to recover. May I send food for him? No, outside food is not permitted. Can I come round to see him tomorrow?",0,"Yes. But first you must observe the visiting hours, It's from 2 to 5 p. m. By the way, consult the nurse before you enter the ward.",0
4794,"Yes. Thank you. By the way, you can bring some flowers. OK. Don't worry about him.",0,When could I take care of him?,0
4795,"good afternoon! Can I help you? could you show me where the Chinese-style clothing is located? I want to buy a silk coat. this way, please. Here they are. They're all handmade. oh, they look nice. May I try that back one on?",4,of course. The fitting room is right over there.,0
4796,"do you have a medium in the same color? This one is a little tight. I'm sorry. All the back of that size are sold out. Would you like a red one? ok, let me try it on. what do you think? oh, that suits you very well. Besides it is believed in China that the red color brings happiness and good luck.",0,"really? I'll take it, and I'm leaving here tomorrow. Is it possible for you to send one in black to me by mail when you gte it in?",6
4797,"Are you interested in going sightseeing, Mr. Simpson? I think you are here not only for the negotiation but also for sightseeing. I heard that there are some beauty spots and places of historical interest in this city. Shall we go to the Tiananmen Square first? That's great. I trouble you so much. Thank you very much.",4,It's my pleasure. Shall we go there on foot? It's very near.,4
4798,"Welcome back racing fans! My name is Rick Fields and, as always, I am joined by my partner in crime, Bob Copeland. We’ re in the last stretch of this very exciting race, and Kimmi Rikknen is leading the pack with only four laps to go! They are heading to turn three and Lewis Hamilton tries to pass Rikknen! It’ s a close one and, oh no! Hamilton hits the wall! He came in too fast, jammed on the breaks and spun out. We have a yellow flag and the pace car is making its way onto the track. The cleanup crew is towing the heavily damaged car and the green flag drops! Rikknen is still in the lead with only two laps to go!",4,"Smoke is coming out of his car! He seems to be having engine trouble! He makes his way into the pit, and Fernando Alonso takes the lead!",4
4799,"Hello, do you remember me? I bought some vases from you yesterday. eyes, you sent them to New York, right? That's right. I thought I'd come back to buy a few more souvenirs. What did you have in mind?",0,"Well, first, I'd like to buy a few postcards. My sister used to always send a postcard to herself whenever she went anywhere. I want to do that, too.",0
4800,"We have plenty of postcards to choose from here. The same designs can be found on these posters. Posters are difficult to travel with. I think I'll just buy the postcards. I heard that you might also have some of the masks that are made in Venice. Yes, we do. They're on the wall behind you. How much do they cost?",0,The prices are clearly marked on the back of each mask. Would you like me to get one down for you to look at?,0
4801,"Yes, I think I'd like the green mask in the middle. Here you go. I'll take it, I'd also like to buy some chocolate. Are you looking for some homemade chocolate as a gift?",0,"Yes, it's my girlfriend's birthday today and she loves chocolate.",0
4802,"Good morning, Madam. Is everything OK? Is there something I can assist you with? Thank you, yes. I'm not sure how to use this ATM, I usually go to a clerk and use my Bank Book. But today, I thought I'd try something new. I want to take some money out. Welcome to the electronic age! I can run you through it ; it's what I'm here for. Thanks so much. Right, I've put my card in. What now?",0,"Just look at the screen here. It'll give you prompts, you see? Now you need to enter your PIN number, then press ' enter ' to confirm it.",0
4803,"Then it'll give me my money? Not right away, you need to decide what it is you want to do. The next thing is to select the service. Here we are ' withdrawal ', so I just press here? Yes, then enter the amount you want.",0,"Oh, as simple as that! I shall never wait for a real person again, these machines are wonderful.",0
4804,"Operator, can you give me any information on the call I just received? I don’ t know who placed the call. However, the call was from Toronto. Can you tell me the calling number, please? Sure. 416-790-1256.",0,Thank you.,4
4805,"Was there an accident on the freeway today? You haven't heard about it? No, don't you know what happened? This truck flipped over on the 210.",0,Are you serious?,0
4806,I'm telling you the truth. Did anyone get hurt? Two people were injured. Are they going to be okay?,0,I think so.,0
4807,"Steven, can you give us a summary about your work? What do you get from your work? I have accumulated a wealth of practical experience in work as a chief advertisement designer. Moreover, I realized teamwork is the key to success. Why do you think so? I think building team spirit among the coworkers is very important. I believe we can accomplish a miracle if we stick together.",0,Very good. Anything else?,0
4808,My advantage is that I have strong sense of responsibility. But I lack patience. I must praise you for your modesty and diligence. What's your plan next? I will listen and learn more when I start my new job. I plan to become more professional in my field. I've got to commend you ; you really did a good job.,4,"Thanks for your compliment, but there is still plenty more to learn.",4
4809,"Good afternoon. May I help you? Yes, I'd like to rent a car. What kind of car do you have in mind? An automatic sedan.",0,I see. How long will you need it?,0
4810,"Hello, do you know anywhere that sells cheap cashmere sweaters? Outlets have cheap cashmere sweaters. What a splendid idea! Outlets usually give you great deals.",0,Thanks for helping me.,4
4811,would you like to learn to tango Donar? right now? i am offering you my services. for your church. what do you say? i think i'll be a little afraid.,3,of what?,0
